Time t;Z Position z_t;Signal Amplitude
7.446e-08;-0.00560488;0.809017
7.447e-08;-0.00560488;0.309017
7.448e-08;-0.00560488;-0.309017
7.449e-08;-0.00560488;-0.809017
7.45e-08;-0.00560488;-1
7.451e-08;-0.00560488;-0.809017
7.452e-08;-0.00560488;-0.309017
7.453e-08;-0.00560488;0.309017
7.454e-08;-0.00560488;0.809017
7.455e-08;-0.00560488;1
7.456e-08;-0.00560488;0.809017
7.457e-08;-0.00560488;0.309017
7.458e-08;-0.00560488;-0.309017
7.459e-08;-0.00560488;-0.809017
7.46e-08;-0.00560488;-1
7.461e-08;-0.00560488;-0.809017
7.462e-08;-0.00560488;-0.309017
7.463e-08;-0.00560488;0.309017
7.464e-08;-0.00560488;0.809017
7.465e-08;-0.00560488;1
7.466e-08;-0.00560488;0.809017
7.467e-08;-0.00560488;0.309017
7.468e-08;-0.00560488;-0.309017
7.469e-08;-0.00560488;-0.809017
7.47e-08;-0.00560488;-1
7.471e-08;-0.00560488;-0.809017
7.472e-08;-0.00560488;-0.309017
7.473e-08;-0.00560488;0.309017
7.474e-08;-0.00560488;0.809017
7.475e-08;-0.00560488;1
7.476e-08;-0.00560488;0.809017
7.477e-08;-0.00560488;0.309017
7.478e-08;-0.00560488;-0.309017
7.479e-08;-0.00560488;-0.809017
7.48e-08;-0.00560488;-1
7.481e-08;-0.00560488;-0.809017
7.482e-08;-0.00560488;-0.309017
7.483e-08;-0.00560488;0.309017
7.484e-08;-0.00560488;0.809017
7.485e-08;-0.00560488;1
7.486e-08;-0.00560488;0.809017
7.487e-08;-0.00560488;0.309017
7.488e-08;-0.00560488;-0.309017
7.489e-08;-0.00560488;-0.809017
7.49e-08;-0.00560488;-1
7.491e-08;-0.00560488;-0.809017
7.492e-08;-0.00560488;-0.309017
7.493e-08;-0.00560488;0.309017
7.494e-08;-0.00560488;0.809017
7.495e-08;-0.00560488;1
7.496e-08;-0.00560488;0.809017
7.497e-08;-0.00560488;0.309017
7.498e-08;-0.00560488;-0.309017
7.499e-08;-0.00560488;-0.809017
7.5e-08;-0.00560488;1
7.501e-08;-0.00560488;0.809017
7.502e-08;-0.00560488;0.309017
7.503e-08;-0.00560488;-0.309017
7.504e-08;-0.00560488;-0.809017
7.505e-08;-0.00560488;-1
7.506e-08;-0.00560488;-0.809017
7.507e-08;-0.00560488;-0.309017
7.508e-08;-0.00560488;0.309017
7.509e-08;-0.00560488;0.809017
7.51e-08;-0.00560488;1
7.511e-08;-0.00560488;0.809017
7.512e-08;-0.00560488;0.309017
7.513e-08;-0.00560488;-0.309017
7.514e-08;-0.00560488;-0.809017
7.515e-08;-0.00560488;-1
7.516e-08;-0.00560488;-0.809017
7.517e-08;-0.00560488;-0.309017
7.518e-08;-0.00560488;0.309017
7.519e-08;-0.00560488;0.809017
7.52e-08;-0.00560488;1
7.521e-08;-0.00560488;0.809017
7.522e-08;-0.00560488;0.309017
7.523e-08;-0.00560488;-0.309017
7.524e-08;-0.00560488;-0.809017
7.525e-08;-0.00560488;-1
7.526e-08;-0.00560488;-0.809017
7.527e-08;-0.00560488;-0.309017
7.528e-08;-0.00560488;0.309017
7.529e-08;-0.00560488;0.809017
7.53e-08;-0.00560488;1
7.531e-08;-0.00560488;0.809017
7.532e-08;-0.00560488;0.309017
7.533e-08;-0.00560488;-0.309017
7.534e-08;-0.00560488;-0.809017
7.535e-08;-0.00560488;-1
7.536e-08;-0.00560488;-0.809017
7.537e-08;-0.00560488;-0.309017
7.538e-08;-0.00560488;0.309017
7.539e-08;-0.00560488;0.809017
7.54e-08;-0.00560488;1
7.541e-08;-0.00560488;0.809017
7.542e-08;-0.00560488;0.309017
7.543e-08;-0.00560488;-0.309017
7.544e-08;-0.00560488;-0.809017
7.545e-08;-0.00560488;-1
7.546e-08;-0.00560488;-0.809017
7.547e-08;-0.00560488;-0.309017
7.548e-08;-0.00560488;0.309017
7.549e-08;-0.00560488;0.809017
7.55e-08;-0.00560488;1
7.551e-08;-0.00560488;0.809017
7.552e-08;-0.00560488;0.309017
7.553e-08;-0.00560488;-0.309017
7.554e-08;-0.00560488;-0.809017
7.555e-08;-0.00560488;-1
7.556e-08;-0.00560488;-0.809017
7.557e-08;-0.00560488;-0.309017
7.558e-08;-0.00560488;0.309017
7.559e-08;-0.00560488;0.809017
7.56e-08;-0.00560488;1
7.561e-08;-0.00560488;0.809017
7.562e-08;-0.00560488;0.309017
7.563e-08;-0.00560488;-0.309017
7.564e-08;-0.00560488;-0.809017
7.565e-08;-0.00560488;-1
7.566e-08;-0.00560488;-0.809017
7.567e-08;-0.00560488;-0.309017
7.568e-08;-0.00560488;0.309017
7.569e-08;-0.00560488;0.809017
7.57e-08;-0.00560488;1
7.571e-08;-0.00560488;0.809017
7.572e-08;-0.00560488;0.309017
7.573e-08;-0.00560488;-0.309017
7.574e-08;-0.00560488;-0.809017
7.575e-08;-0.00560488;-1
7.576e-08;-0.00560488;-0.809017
7.577e-08;-0.00560488;-0.309017
7.578e-08;-0.00560488;0.309017
7.579e-08;-0.00560488;0.809017
7.58e-08;-0.00560488;1
7.581e-08;-0.00560488;0.809017
7.582e-08;-0.00560488;0.309017
7.583e-08;-0.00560488;-0.309017
7.584e-08;-0.00560488;-0.809017
7.585e-08;-0.00560488;-1
7.586e-08;-0.00560488;-0.809017
7.587e-08;-0.00560488;-0.309017
7.588e-08;-0.00560488;0.309017
7.589e-08;-0.00560488;0.809017
7.59e-08;-0.00560488;1
7.591e-08;-0.00560488;0.809017
7.592e-08;-0.00560488;0.309017
7.593e-08;-0.00560488;-0.309017
7.594e-08;-0.00560488;-0.809017
7.595e-08;-0.00560488;-1
7.596e-08;-0.00560488;-0.809017
7.597e-08;-0.00560488;-0.309017
7.598e-08;-0.00560488;0.309017
7.599e-08;-0.00560488;0.809017
7.6e-08;-0.00560488;-1
7.601e-08;-0.00560488;-0.809017
7.602e-08;-0.00560488;-0.309017
7.603e-08;-0.00560488;0.309017
7.604e-08;-0.00560488;0.809017
7.605e-08;-0.00560488;1
7.606e-08;-0.00560488;0.809017
7.607e-08;-0.00560488;0.309017
7.608e-08;-0.00560488;-0.309017
7.609e-08;-0.00560488;-0.809017
7.61e-08;-0.00560488;-1
7.611e-08;-0.00560488;-0.809017
7.612e-08;-0.00560488;-0.309017
7.613e-08;-0.00560488;0.309017
7.614e-08;-0.00560488;0.809017
7.615e-08;-0.00560488;1
7.616e-08;-0.00560488;0.809017
7.617e-08;-0.00560488;0.309017
7.618e-08;-0.00560488;-0.309017
7.619e-08;-0.00560488;-0.809017
7.62e-08;-0.00560488;-1
7.621e-08;-0.00560488;-0.809017
7.622e-08;-0.00560488;-0.309017
7.623e-08;-0.00560488;0.309017
7.624e-08;-0.00560488;0.809017
7.625e-08;-0.00560488;1
7.626e-08;-0.00560488;0.809017
7.627e-08;-0.00560488;0.309017
7.628e-08;-0.00560488;-0.309017
7.629e-08;-0.00560488;-0.809017
7.63e-08;-0.00560488;-1
7.631e-08;-0.00560488;-0.809017
7.632e-08;-0.00560488;-0.309017
7.633e-08;-0.00560488;0.309017
7.634e-08;-0.00560488;0.809017
7.635e-08;-0.00560488;1
7.636e-08;-0.00560488;0.809017
7.637e-08;-0.00560488;0.309017
7.638e-08;-0.00560488;-0.309017
7.639e-08;-0.00560488;-0.809017
7.64e-08;-0.00560488;-1
7.641e-08;-0.00560488;-0.809017
7.642e-08;-0.00560488;-0.309017
7.643e-08;-0.00560488;0.309017
7.644e-08;-0.00560488;0.809017
7.645e-08;-0.00560488;1
7.646e-08;-0.00560488;0.809017
7.647e-08;-0.00560488;0.309017
7.648e-08;-0.00560488;-0.309017
7.649e-08;-0.00560488;-0.809017
7.65e-08;-0.00560488;-1
7.651e-08;-0.00560488;-0.809017
7.652e-08;-0.00560488;-0.309017
7.653e-08;-0.00560488;0.309017
7.654e-08;-0.00560488;0.809017
7.655e-08;-0.00560488;1
7.656e-08;-0.00560488;0.809017
7.657e-08;-0.00560488;0.309017
7.658e-08;-0.00560488;-0.309017
7.659e-08;-0.00560488;-0.809017
7.66e-08;-0.00560488;-1
7.661e-08;-0.00560488;-0.809017
7.662e-08;-0.00560488;-0.309017
7.663e-08;-0.00560488;0.309017
7.664e-08;-0.00560488;0.809017
7.665e-08;-0.00560488;1
7.666e-08;-0.00560488;0.809017
7.667e-08;-0.00560488;0.309017
7.668e-08;-0.00560488;-0.309017
7.669e-08;-0.00560488;-0.809017
7.67e-08;-0.00560488;-1
7.671e-08;-0.00560488;-0.809017
7.672e-08;-0.00560488;-0.309017
7.673e-08;-0.00560488;0.309017
7.674e-08;-0.00560488;0.809017
7.675e-08;-0.00560488;1
7.676e-08;-0.00560488;0.809017
7.677e-08;-0.00560488;0.309017
7.678e-08;-0.00560488;-0.309017
7.679e-08;-0.00560488;-0.809017
7.68e-08;-0.00560488;-1
7.681e-08;-0.00560488;-0.809017
7.682e-08;-0.00560488;-0.309017
7.683e-08;-0.00560488;0.309017
7.684e-08;-0.00560488;0.809017
7.685e-08;-0.00560488;1
7.686e-08;-0.00560488;0.809017
7.687e-08;-0.00560488;0.309017
7.688e-08;-0.00560488;-0.309017
7.689e-08;-0.00560488;-0.809017
7.69e-08;-0.00560488;-1
7.691e-08;-0.00560488;-0.809017
7.692e-08;-0.00560488;-0.309017
7.693e-08;-0.00560488;0.309017
7.694e-08;-0.00560488;0.809017
7.695e-08;-0.00560488;1
7.696e-08;-0.00560488;0.809017
7.697e-08;-0.00560488;0.309017
7.698e-08;-0.00560488;-0.309017
7.699e-08;-0.00560488;-0.809017
7.7e-08;-0.00560488;1
7.701e-08;-0.00560488;0.809017
7.702e-08;-0.00560488;0.309017
7.703e-08;-0.00560488;-0.309017
7.704e-08;-0.00560488;-0.809017
7.705e-08;-0.00560488;-1
7.706e-08;-0.00560488;-0.809017
7.707e-08;-0.00560488;-0.309017
7.708e-08;-0.00560488;0.309017
7.709e-08;-0.00560488;0.809017
7.71e-08;-0.00560488;1
7.711e-08;-0.00560488;0.809017
7.712e-08;-0.00560488;0.309017
7.713e-08;-0.00560488;-0.309017
7.714e-08;-0.00560488;-0.809017
7.715e-08;-0.00560488;-1
7.716e-08;-0.00560488;-0.809017
7.717e-08;-0.00560488;-0.309017
7.718e-08;-0.00560488;0.309017
7.719e-08;-0.00560488;0.809017
7.72e-08;-0.00560488;1
7.721e-08;-0.00560488;0.809017
7.722e-08;-0.00560488;0.309017
7.723e-08;-0.00560488;-0.309017
7.724e-08;-0.00560488;-0.809017
7.725e-08;-0.00560488;-1
7.726e-08;-0.00560488;-0.809017
7.727e-08;-0.00560488;-0.309017
7.728e-08;-0.00560488;0.309017
7.729e-08;-0.00560488;0.809017
7.73e-08;-0.00560488;1
7.731e-08;-0.00560488;0.809017
7.732e-08;-0.00560488;0.309017
7.733e-08;-0.00560488;-0.309017
7.734e-08;-0.00560488;-0.809017
7.735e-08;-0.00560488;-1
7.736e-08;-0.00560488;-0.809017
7.737e-08;-0.00560488;-0.309017
7.738e-08;-0.00560488;0.309017
7.739e-08;-0.00560488;0.809017
7.74e-08;-0.00560488;1
7.741e-08;-0.00560488;0.809017
7.742e-08;-0.00560488;0.309017
7.743e-08;-0.00560488;-0.309017
7.744e-08;-0.00560488;-0.809017
7.745e-08;-0.00560488;-1
7.746e-08;-0.00560488;-0.809017
7.747e-08;-0.00560488;-0.309017
7.748e-08;-0.00560488;0.309017
7.749e-08;-0.00560488;0.809017
7.75e-08;-0.00560488;1
7.751e-08;-0.00560488;0.809017
7.752e-08;-0.00560488;0.309017
7.753e-08;-0.00560488;-0.309017
7.754e-08;-0.00560488;-0.809017
7.755e-08;-0.00560488;-1
7.756e-08;-0.00560488;-0.809017
7.757e-08;-0.00560488;-0.309017
7.758e-08;-0.00560488;0.309017
7.759e-08;-0.00560488;0.809017
7.76e-08;-0.00560488;1
7.761e-08;-0.00560488;0.809017
7.762e-08;-0.00560488;0.309017
7.763e-08;-0.00560488;-0.309017
7.764e-08;-0.00560488;-0.809017
7.765e-08;-0.00560488;-1
7.766e-08;-0.00560488;-0.809017
7.767e-08;-0.00560488;-0.309017
7.768e-08;-0.00560488;0.309017
7.769e-08;-0.00560488;0.809017
7.77e-08;-0.00560488;1
7.771e-08;-0.00560488;0.809017
7.772e-08;-0.00560488;0.309017
7.773e-08;-0.00560488;-0.309017
7.774e-08;-0.00560488;-0.809017
7.775e-08;-0.00560488;-1
7.776e-08;-0.00560488;-0.809017
7.777e-08;-0.00560488;-0.309017
7.778e-08;-0.00560488;0.309017
7.779e-08;-0.00560488;0.809017
7.78e-08;-0.00560488;1
7.781e-08;-0.00560488;0.809017
7.782e-08;-0.00560488;0.309017
7.783e-08;-0.00560488;-0.309017
7.784e-08;-0.00560488;-0.809017
7.785e-08;-0.00560488;-1
7.786e-08;-0.00560488;-0.809017
7.787e-08;-0.00560488;-0.309017
7.788e-08;-0.00560488;0.309017
7.789e-08;-0.00560488;0.809017
7.79e-08;-0.00560488;1
7.791e-08;-0.00560488;0.809017
7.792e-08;-0.00560488;0.309017
7.793e-08;-0.00560488;-0.309017
7.794e-08;-0.00560488;-0.809017
7.795e-08;-0.00560488;-1
7.796e-08;-0.00560488;-0.809017
7.797e-08;-0.00560488;-0.309017
7.798e-08;-0.00560488;0.309017
7.799e-08;-0.00560488;0.809017
7.8e-08;-0.00560488;1
7.801e-08;-0.00560488;0.809017
7.802e-08;-0.00560488;0.309017
7.803e-08;-0.00560488;-0.309017
7.804e-08;-0.00560488;-0.809017
7.805e-08;-0.00560488;-1
7.806e-08;-0.00560488;-0.809017
7.807e-08;-0.00560488;-0.309017
7.808e-08;-0.00560488;0.309017
7.809e-08;-0.00560488;0.809017
7.81e-08;-0.00560488;1
7.811e-08;-0.00560488;0.809017
7.812e-08;-0.00560488;0.309017
7.813e-08;-0.00560488;-0.309017
7.814e-08;-0.00560488;-0.809017
7.815e-08;-0.00560488;-1
7.816e-08;-0.00560488;-0.809017
7.817e-08;-0.00560488;-0.309017
7.818e-08;-0.00560488;0.309017
7.819e-08;-0.00560488;0.809017
7.82e-08;-0.00560488;1
7.821e-08;-0.00560488;0.809017
7.822e-08;-0.00560488;0.309017
7.823e-08;-0.00560488;-0.309017
7.824e-08;-0.00560488;-0.809017
7.825e-08;-0.00560488;-1
7.826e-08;-0.00560488;-0.809017
7.827e-08;-0.00560488;-0.309017
7.828e-08;-0.00560488;0.309017
7.829e-08;-0.00560488;0.809017
7.83e-08;-0.00560488;1
7.831e-08;-0.00560488;0.809017
7.832e-08;-0.00560488;0.309017
7.833e-08;-0.00560488;-0.309017
7.834e-08;-0.00560488;-0.809017
7.835e-08;-0.00560488;-1
7.836e-08;-0.00560488;-0.809017
7.837e-08;-0.00560488;-0.309017
7.838e-08;-0.00560488;0.309017
7.839e-08;-0.00560488;0.809017
7.84e-08;-0.00560488;1
7.841e-08;-0.00560488;0.809017
7.842e-08;-0.00560488;0.309017
7.843e-08;-0.00560488;-0.309017
7.844e-08;-0.00560488;-0.809017
7.845e-08;-0.00560488;-1
7.846e-08;-0.00560488;-0.809017
7.847e-08;-0.00560488;-0.309017
7.848e-08;-0.00560488;0.309017
7.849e-08;-0.00560488;0.809017
7.85e-08;-0.00560488;1
7.851e-08;-0.00560488;0.809017
7.852e-08;-0.00560488;0.309017
7.853e-08;-0.00560488;-0.309017
7.854e-08;-0.00560488;-0.809017
7.855e-08;-0.00560488;-1
7.856e-08;-0.00560488;-0.809017
7.857e-08;-0.00560488;-0.309017
7.858e-08;-0.00560488;0.309017
7.859e-08;-0.00560488;0.809017
7.86e-08;-0.00560488;1
7.861e-08;-0.00560488;0.809017
7.862e-08;-0.00560488;0.309017
7.863e-08;-0.00560488;-0.309017
7.864e-08;-0.00560488;-0.809017
7.865e-08;-0.00560488;-1
7.866e-08;-0.00560488;-0.809017
7.867e-08;-0.00560488;-0.309017
7.868e-08;-0.00560488;0.309017
7.869e-08;-0.00560488;0.809017
7.87e-08;-0.00560488;1
7.871e-08;-0.00560488;0.809017
7.872e-08;-0.00560488;0.309017
7.873e-08;-0.00560488;-0.309017
7.874e-08;-0.00560488;-0.809017
7.875e-08;-0.00560488;-1
7.876e-08;-0.00560488;-0.809017
7.877e-08;-0.00560488;-0.309017
7.878e-08;-0.00560488;0.309017
7.879e-08;-0.00560488;0.809017
7.88e-08;-0.00560488;1
7.881e-08;-0.00560488;0.809017
7.882e-08;-0.00560488;0.309017
7.883e-08;-0.00560488;-0.309017
7.884e-08;-0.00560488;-0.809017
7.885e-08;-0.00560488;-1
7.886e-08;-0.00560488;-0.809017
7.887e-08;-0.00560488;-0.309017
7.888e-08;-0.00560488;0.309017
7.889e-08;-0.00560488;0.809017
7.89e-08;-0.00560488;1
7.891e-08;-0.00560488;0.809017
7.892e-08;-0.00560488;0.309017
7.893e-08;-0.00560488;-0.309017
7.894e-08;-0.00560488;-0.809017
7.895e-08;-0.00560488;-1
7.896e-08;-0.00560488;-0.809017
7.897e-08;-0.00560488;-0.309017
7.898e-08;-0.00560488;0.309017
7.899e-08;-0.00560488;0.809017
7.9e-08;-0.00560488;1
7.901e-08;-0.00560488;0.809017
7.902e-08;-0.00560488;0.309017
7.903e-08;-0.00560488;-0.309017
7.904e-08;-0.00560488;-0.809017
7.905e-08;-0.00560488;-1
7.906e-08;-0.00560488;-0.809017
7.907e-08;-0.00560488;-0.309017
7.908e-08;-0.00560488;0.309017
7.909e-08;-0.00560488;0.809017
7.91e-08;-0.00560488;1
7.911e-08;-0.00560488;0.809017
7.912e-08;-0.00560488;0.309017
7.913e-08;-0.00560488;-0.309017
7.914e-08;-0.00560488;-0.809017
7.915e-08;-0.00560488;-1
7.916e-08;-0.00560488;-0.809017
7.917e-08;-0.00560488;-0.309017
7.918e-08;-0.00560488;0.309017
7.919e-08;-0.00560488;0.809017
7.92e-08;-0.00560488;1
7.921e-08;-0.00560488;0.809017
7.922e-08;-0.00560488;0.309017
7.923e-08;-0.00560488;-0.309017
7.924e-08;-0.00560488;-0.809017
7.925e-08;-0.00560488;-1
7.926e-08;-0.00560488;-0.809017
7.927e-08;-0.00560488;-0.309017
7.928e-08;-0.00560488;0.309017
7.929e-08;-0.00560488;0.809017
7.93e-08;-0.00560488;1
7.931e-08;-0.00560488;0.809017
7.932e-08;-0.00560488;0.309017
7.933e-08;-0.00560488;-0.309017
7.934e-08;-0.00560488;-0.809017
7.935e-08;-0.00560488;-1
7.936e-08;-0.00560488;-0.809017
7.937e-08;-0.00560488;-0.309017
7.938e-08;-0.00560488;0.309017
7.939e-08;-0.00560488;0.809017
7.94e-08;-0.00560488;1
7.941e-08;-0.00560488;0.809017
7.942e-08;-0.00560488;0.309017
7.943e-08;-0.00560488;-0.309017
7.944e-08;-0.00560488;-0.809017
7.945e-08;-0.00560488;-1
7.946e-08;-0.00560488;-0.809017
7.947e-08;-0.00560488;-0.309017
7.948e-08;-0.00560488;0.309017
7.949e-08;-0.00560488;0.809017
7.95e-08;-0.00560488;1
7.951e-08;-0.00560488;0.809017
7.952e-08;-0.00560488;0.309017
7.953e-08;-0.00560488;-0.309017
7.954e-08;-0.00560488;-0.809017
7.955e-08;-0.00560488;-1
7.956e-08;-0.00560488;-0.809017
7.957e-08;-0.00560488;-0.309017
7.958e-08;-0.00560488;0.309017
7.959e-08;-0.00560488;0.809017
7.96e-08;-0.00560488;1
7.961e-08;-0.00560488;0.809017
7.962e-08;-0.00560488;0.309017
7.963e-08;-0.00560488;-0.309017
7.964e-08;-0.00560488;-0.809017
7.965e-08;-0.00560488;-1
7.966e-08;-0.00560488;-0.809017
7.967e-08;-0.00560488;-0.309017
7.968e-08;-0.00560488;0.309017
7.969e-08;-0.00560488;0.809017
7.97e-08;-0.00560488;1
7.971e-08;-0.00560488;0.809017
7.972e-08;-0.00560488;0.309017
7.973e-08;-0.00560488;-0.309017
7.974e-08;-0.00560488;-0.809017
7.975e-08;-0.00560488;-1
7.976e-08;-0.00560488;-0.809017
7.977e-08;-0.00560488;-0.309017
7.978e-08;-0.00560488;0.309017
7.979e-08;-0.00560488;0.809017
7.98e-08;-0.00560488;1
7.981e-08;-0.00560488;0.809017
7.982e-08;-0.00560488;0.309017
7.983e-08;-0.00560488;-0.309017
7.984e-08;-0.00560488;-0.809017
7.985e-08;-0.00560488;-1
7.986e-08;-0.00560488;-0.809017
7.987e-08;-0.00560488;-0.309017
7.988e-08;-0.00560488;0.309017
7.989e-08;-0.00560488;0.809017
7.99e-08;-0.00560488;1
7.991e-08;-0.00560488;0.809017
7.992e-08;-0.00560488;0.309017
7.993e-08;-0.00560488;-0.309017
7.994e-08;-0.00560488;-0.809017
7.995e-08;-0.00560488;-1
7.996e-08;-0.00560488;-0.809017
7.997e-08;-0.00560488;-0.309017
7.998e-08;-0.00560488;0.309017
7.999e-08;-0.00560488;0.809017
8e-08;-0.00560488;-1
8.001e-08;-0.00560488;-0.809017
8.002e-08;-0.00560488;-0.309017
8.003e-08;-0.00560488;0.309017
8.004e-08;-0.00560488;0.809017
8.005e-08;-0.00560488;1
8.006e-08;-0.00560488;0.809017
8.007e-08;-0.00560488;0.309017
8.008e-08;-0.00560488;-0.309017
8.009e-08;-0.00560488;-0.809017
8.01e-08;-0.00560488;-1
8.011e-08;-0.00560488;-0.809017
8.012e-08;-0.00560488;-0.309017
8.013e-08;-0.00560488;0.309017
8.014e-08;-0.00560488;0.809017
8.015e-08;-0.00560488;1
8.016e-08;-0.00560488;0.809017
8.017e-08;-0.00560488;0.309017
8.018e-08;-0.00560488;-0.309017
8.019e-08;-0.00560488;-0.809017
8.02e-08;-0.00560488;-1
8.021e-08;-0.00560488;-0.809017
8.022e-08;-0.00560488;-0.309017
8.023e-08;-0.00560488;0.309017
8.024e-08;-0.00560488;0.809017
8.025e-08;-0.00560488;1
8.026e-08;-0.00560488;0.809017
8.027e-08;-0.00560488;0.309017
8.028e-08;-0.00560488;-0.309017
8.029e-08;-0.00560488;-0.809017
8.03e-08;-0.00560488;-1
8.031e-08;-0.00560488;-0.809017
8.032e-08;-0.00560488;-0.309017
8.033e-08;-0.00560488;0.309017
8.034e-08;-0.00560488;0.809017
8.035e-08;-0.00560488;1
8.036e-08;-0.00560488;0.809017
8.037e-08;-0.00560488;0.309017
8.038e-08;-0.00560488;-0.309017
8.039e-08;-0.00560488;-0.809017
8.04e-08;-0.00560488;-1
8.041e-08;-0.00560488;-0.809017
8.042e-08;-0.00560488;-0.309017
8.043e-08;-0.00560488;0.309017
8.044e-08;-0.00560488;0.809017
8.045e-08;-0.00560488;1
8.046e-08;-0.00560488;0.809017
8.047e-08;-0.00560488;0.309017
8.048e-08;-0.00560488;-0.309017
8.049e-08;-0.00560488;-0.809017
8.05e-08;-0.00560488;-1
8.051e-08;-0.00560488;-0.809017
8.052e-08;-0.00560488;-0.309017
8.053e-08;-0.00560488;0.309017
8.054e-08;-0.00560488;0.809017
8.055e-08;-0.00560488;1
8.056e-08;-0.00560488;0.809017
8.057e-08;-0.00560488;0.309017
8.058e-08;-0.00560488;-0.309017
8.059e-08;-0.00560488;-0.809017
8.06e-08;-0.00560488;-1
8.061e-08;-0.00560488;-0.809017
8.062e-08;-0.00560488;-0.309017
8.063e-08;-0.00560488;0.309017
8.064e-08;-0.00560488;0.809017
8.065e-08;-0.00560488;1
8.066e-08;-0.00560488;0.809017
8.067e-08;-0.00560488;0.309017
8.068e-08;-0.00560488;-0.309017
8.069e-08;-0.00560488;-0.809017
8.07e-08;-0.00560488;-1
8.071e-08;-0.00560488;-0.809017
8.072e-08;-0.00560488;-0.309017
8.073e-08;-0.00560488;0.309017
8.074e-08;-0.00560488;0.809017
8.075e-08;-0.00560488;1
8.076e-08;-0.00560488;0.809017
8.077e-08;-0.00560488;0.309017
8.078e-08;-0.00560488;-0.309017
8.079e-08;-0.00560488;-0.809017
8.08e-08;-0.00560488;-1
8.081e-08;-0.00560488;-0.809017
8.082e-08;-0.00560488;-0.309017
8.083e-08;-0.00560488;0.309017
8.084e-08;-0.00560488;0.809017
8.085e-08;-0.00560488;1
8.086e-08;-0.00560488;0.809017
8.087e-08;-0.00560488;0.309017
8.088e-08;-0.00560488;-0.309017
8.089e-08;-0.00560488;-0.809017
8.09e-08;-0.00560488;-1
8.091e-08;-0.00560488;-0.809017
8.092e-08;-0.00560488;-0.309017
8.093e-08;-0.00560488;0.309017
8.094e-08;-0.00560488;0.809017
8.095e-08;-0.00560488;1
8.096e-08;-0.00560488;0.809017
8.097e-08;-0.00560488;0.309017
8.098e-08;-0.00560488;-0.309017
8.099e-08;-0.00560488;-0.809017
8.1e-08;-0.00560488;-1
8.101e-08;-0.00560488;-0.809017
8.102e-08;-0.00560488;-0.309017
8.103e-08;-0.00560488;0.309017
8.104e-08;-0.00560488;0.809017
8.105e-08;-0.00560488;1
8.106e-08;-0.00560488;0.809017
8.107e-08;-0.00560488;0.309017
8.108e-08;-0.00560488;-0.309017
8.109e-08;-0.00560488;-0.809017
8.11e-08;-0.00560488;-1
8.111e-08;-0.00560488;-0.809017
8.112e-08;-0.00560488;-0.309017
8.113e-08;-0.00560488;0.309017
8.114e-08;-0.00560488;0.809017
8.115e-08;-0.00560488;1
8.116e-08;-0.00560488;0.809017
8.117e-08;-0.00560488;0.309017
8.118e-08;-0.00560488;-0.309017
8.119e-08;-0.00560488;-0.809017
8.12e-08;-0.00560488;-1
8.121e-08;-0.00560488;-0.809017
8.122e-08;-0.00560488;-0.309017
8.123e-08;-0.00560488;0.309017
8.124e-08;-0.00560488;0.809017
8.125e-08;-0.00560488;1
8.126e-08;-0.00560488;0.809017
8.127e-08;-0.00560488;0.309017
8.128e-08;-0.00560488;-0.309017
8.129e-08;-0.00560488;-0.809017
8.13e-08;-0.00560488;-1
8.131e-08;-0.00560488;-0.809017
8.132e-08;-0.00560488;-0.309017
8.133e-08;-0.00560488;0.309017
8.134e-08;-0.00560488;0.809017
8.135e-08;-0.00560488;1
8.136e-08;-0.00560488;0.809017
8.137e-08;-0.00560488;0.309017
8.138e-08;-0.00560488;-0.309017
8.139e-08;-0.00560488;-0.809017
8.14e-08;-0.00560488;-1
8.141e-08;-0.00560488;-0.809017
8.142e-08;-0.00560488;-0.309017
8.143e-08;-0.00560488;0.309017
8.144e-08;-0.00560488;0.809017
8.145e-08;-0.00560488;1
8.146e-08;-0.00560488;0.809017
8.147e-08;-0.00560488;0.309017
8.148e-08;-0.00560488;-0.309017
8.149e-08;-0.00560488;-0.809017
8.15e-08;-0.00560488;-1
8.151e-08;-0.00560488;-0.809017
8.152e-08;-0.00560488;-0.309017
8.153e-08;-0.00560488;0.309017
8.154e-08;-0.00560488;0.809017
8.155e-08;-0.00560488;1
8.156e-08;-0.00560488;0.809017
8.157e-08;-0.00560488;0.309017
8.158e-08;-0.00560488;-0.309017
8.159e-08;-0.00560488;-0.809017
8.16e-08;-0.00560488;-1
8.161e-08;-0.00560488;-0.809017
8.162e-08;-0.00560488;-0.309017
8.163e-08;-0.00560488;0.309017
8.164e-08;-0.00560488;0.809017
8.165e-08;-0.00560488;1
8.166e-08;-0.00560488;0.809017
8.167e-08;-0.00560488;0.309017
8.168e-08;-0.00560488;-0.309017
8.169e-08;-0.00560488;-0.809017
8.17e-08;-0.00560488;-1
8.171e-08;-0.00560488;-0.809017
8.172e-08;-0.00560488;-0.309017
8.173e-08;-0.00560488;0.309017
8.174e-08;-0.00560488;0.809017
8.175e-08;-0.00560488;1
8.176e-08;-0.00560488;0.809017
8.177e-08;-0.00560488;0.309017
8.178e-08;-0.00560488;-0.309017
8.179e-08;-0.00560488;-0.809017
8.18e-08;-0.00560488;-1
8.181e-08;-0.00560488;-0.809017
8.182e-08;-0.00560488;-0.309017
8.183e-08;-0.00560488;0.309017
8.184e-08;-0.00560488;0.809017
